"DateTime","zone.1","zone.10","zone.11","zone.12","zone.13","zone.14","zone.15","zone.16","zone.17","zone.18","zone.19","zone.2","zone.20","zone.21","zone.3","zone.4","zone.5","zone.6","zone.7","zone.8","zone.9"
2005-03-10 02:00:00,22541,28690,124125,151926,23778,25772,70947,38740,36177,273393,92521,193905,101031,1183546,209223,545,9641,203545,209223,4174,79170
2005-03-10 03:00:00,23605,28783,126563,154979,23988,26374,72565,39534,36093,283379,94992,195565,102619,1209039,211015,547,10129,205694,211015,4286,79380
2005-03-10 04:00:00,24956,29320,130652,159792,25035,27566,76589,41691,37828,300240,101843,202642,106379,1264533,218651,583,10919,213561,218651,4565,79380
2005-03-10 05:00:00,27237,31846,141318,174812,25023,27838,77483,43179,40627,316653,106593,214839,108939,1336387,231812,593,12187,227026,231812,4827,79905
2005-03-10 06:00:00,30097,35531,160571,199673,28917,31787,88788,49077,45922,358090,124779,235854,124018,1513104,254487,715,13846,249700,254487,5261,75537
2005-03-10 07:00:00,29260,36905,160827,192259,29498,30263,88064,47429,43985,343488,119660,240555,125035,1487228,259560,710,13329,253885,259560,5285,78435
2005-03-10 08:00:00,24535,34524,142110,167694,26267,25757,78468,40363,38879,296118,101189,221702,112144,1309750,239217,666,11233,232935,239217,4872,79821
2005-03-10 09:00:00,21498,31984,130460,153455,24845,22387,69475,35872,35365,263249,88049,215555,105136,1197330,232584,602,9633,225188,232584,4622,80724
2005-03-10 10:00:00,19709,30176,122381,144335,23494,20603,64693,32637,33223,238886,79880,208652,99620,1118289,225136,571,8683,217335,225136,4324,78183
2005-03-10 11:00:00,18169,28912,115689,134885,21949,19109,60769,30011,31880,221415,73876,202160,95442,1054266,218131,537,8168,210328,218131,4093,76272
2005-03-10 12:00:00,17011,27979,109030,129490,20902,17991,56223,28201,30166,207276,69268,193650,90943,998130,208948,510,7604,201254,208948,3868,74907
2005-03-10 13:00:00,15823,26661,107809,126490,20196,16955,54462,26557,29457,195886,65452,188209,88400,962357,203077,496,7039,195247,203077,3685,74886
2005-03-10 14:00:00,15023,26105,104587,122004,19615,16310,52312,25364,28386,187542,61822,182868,86432,928370,197314,479,6741,189609,197314,3590,74613
2005-03-10 15:00:00,14958,26113,104664,122262,20002,16192,52903,25461,28072,188764,61714,181001,87373,929479,195301,478,6683,187684,195301,3622,74655
2005-03-10 16:00:00,16131,27244,108743,131613,20944,16881,53666,27012,28753,201323,65677,182936,91828,972751,197388,525,7442,190378,197388,3918,74823
2005-03-10 17:00:00,18322,29162,116470,145020,22434,19558,57514,31089,31108,218512,74799,194369,98841,1057198,209725,595,8651,203021,209725,4380,64302
2005-03-10 18:00:00,20672,32835,133118,168371,24653,23827,65968,36715,35456,254505,89200,209614,108302,1203236,226174,701,10278,219892,226174,4799,62748
2005-03-10 19:00:00,22387,33743,140632,179364,26109,26616,72207,39190,38235,275909,98046,211274,111418,1275130,227965,741,11176,222450,227965,5030,63231
2005-03-10 20:00:00,22232,33431,139383,176792,25456,26831,72825,39236,39445,273833,98927,206966,109146,1264503,223317,708,11030,217996,223317,4960,66402
2005-03-10 21:00:00,21233,32704,133949,168619,24222,26238,69779,37791,39012,259701,94651,199861,104632,1212392,215651,680,10028,209889,215651,4661,66402
2005-03-10 22:00:00,19471,30458,125168,155002,24187,27007,70907,37439,37705,251735,93640,190489,101728,1164936,205537,621,8902,199390,205537,4321,66171
2005-03-10 23:00:00,18061,28241,115985,141501,21928,24449,65978,34084,34640,231070,84760,173282,93887,1067866,186971,565,8059,181341,186971,3914,66654
2005-03-11 00:00:00,17505,26757,109255,132134,20503,23159,63169,32511,33069,221017,79659,171092,89819,1019649,184608,525,7582,178674,184608,3779,78351
2005-03-11 01:00:00,17943,25581,106272,128568,19994,22747,62634,32186,32268,219877,78961,168025,88201,1003257,181299,486,7560,175585,181299,3648,78351
2005-03-11 02:00:00,18618,25365,106243,127252,20143,22628,64532,32561,32232,226040,80770,168914,88355,1013653,182259,500,7673,176588,182259,3642,73605
2005-03-11 03:00:00,19476,25530,106097,126659,20654,22860,67371,33613,33053,238060,84505,170982,89077,1037937,184490,487,8136,179118,184490,3715,73122
2005-03-11 04:00:00,20445,26151,109503,129073,21224,24390,70750,35696,34672,255540,90027,177773,93304,1088548,191818,511,8979,186752,191818,3989,65898
2005-03-11 05:00:00,22349,28977,119612,142156,21704,24914,70576,36678,36752,272730,93388,192253,96705,1158794,207442,555,10264,202518,207442,4319,60081
2005-03-11 06:00:00,25461,32421,137903,168152,25617,28647,79707,41427,41563,312700,109285,213745,111675,1328303,230631,623,12557,226302,230631,4659,61110
2005-03-11 07:00:00,25431,33728,138762,163748,26500,27378,79268,40642,39633,303006,104373,218898,112590,1313957,236192,676,11864,230763,236192,4695,62286
2005-03-11 08:00:00,21784,31056,123173,143632,24638,23106,71102,35210,35385,261782,89046,204264,102717,1166895,220402,644,9858,214122,220402,4327,62223
2005-03-11 09:00:00,20803,29202,111917,128956,23440,20237,64445,31278,32228,230331,79267,195230,97130,1064464,210653,647,8496,203725,210653,4081,61383
2005-03-11 10:00:00,18631,28018,104601,118933,22950,18038,59746,27890,30490,211216,73368,189387,94311,997579,204350,594,7601,196988,204350,3943,61488
2005-03-11 11:00:00,18101,26903,98991,111457,22159,16624,55601,24739,29152,197573,67640,187747,92767,949454,202580,595,7300,195047,202580,3811,61152
2005-03-11 12:00:00,17456,26147,93224,104344,21489,15421,52501,24021,27886,190258,62398,185974,88730,909849,200666,575,7403,193376,200666,3720,60879
2005-03-11 13:00:00,16322,25001,90701,99663,21135,14640,52129,23452,26909,184037,62358,182993,85725,885065,197449,551,7026,190019,197449,3514,61341
2005-03-11 14:00:00,15499,24580,88917,98076,20167,14184,51659,23923,27405,181867,62746,173719,83687,866429,187444,568,6527,180246,187444,3506,62118
2005-03-11 15:00:00,17377,24968,89706,100505,19765,14732,50943,25335,28457,179595,64359,174654,82578,872974,188453,551,6528,181183,188453,3572,62454
2005-03-11 16:00:00,17838,27284,97429,111719,20782,16531,53212,26728,29529,192306,68218,176724,86453,924753,190686,604,6976,183700,190686,3961,62517
2005-03-11 17:00:00,18215,28657,102940,124719,22365,18681,58093,29508,31283,206573,74465,183857,90798,990154,198383,668,7984,191841,198383,4235,62559
2005-03-11 18:00:00,20677,30867,112540,137452,24609,21162,64328,32765,33236,231747,83072,191436,97635,1081526,206560,737,9110,200546,206560,4535,71358
2005-03-11 19:00:00,22547,30878,114284,140678,25420,21676,66379,33978,33892,240239,87799,191812,99775,1109357,206965,785,9444,201255,206965,4717,76818
2005-03-11 20:00:00,22331,30508,112831,138647,25061,21534,66127,33485,33656,234419,87732,190544,98223,1095098,205597,800,9250,199794,205597,4639,80955
2005-03-11 21:00:00,22232,29542,110066,134210,24176,20992,65386,32273,32804,225864,83833,184409,95819,1061606,198977,810,8710,193118,198977,4597,77448
2005-03-11 22:00:00,21590,27305,104750,126878,25064,22189,71352,32575,33092,227276,89140,180333,97340,1058884,194579,750,8210,188543,194579,4314,75621
2005-03-11 23:00:00,21170,25504,98389,117985,23300,21326,69459,30603,32040,215671,83748,169393,91234,999822,182776,634,7768,177161,182776,4148,75705
2005-03-12 00:00:00,20456,24116,93879,112284,22185,20767,69246,29900,30509,208645,80894,164349,87254,964484,177332,612,7447,171795,177332,3932,76545
2005-03-12 01:00:00,20268,24196,92444,109761,21705,21267,68413,29962,30196,209835,80730,162970,86135,957882,175846,558,7363,170334,175846,3840,77028
2005-03-12 02:00:00,20419,24610,93849,110238,21488,21896,68034,30972,30668,215461,81964,161470,86568,967637,174226,548,7506,168976,174226,3831,77238
2005-03-12 03:00:00,20837,24732,96569,113305,21679,22504,67949,32212,30889,224119,84129,162706,88027,989657,175561,561,7839,170545,175561,3876,77364
2005-03-12 04:00:00,21570,25331,100183,118503,22329,23263,70215,33793,31903,237188,88698,167747,91373,1032096,181000,583,8272,176019,181000,4077,77511
2005-03-12 05:00:00,22201,25968,106524,126416,21410,22433,66946,34274,33021,240937,86939,175752,90830,1053651,189637,609,8993,184745,189637,4324,77448
2005-03-12 06:00:00,23753,27369,113264,136374,23118,24511,72271,38036,35446,259721,94080,188055,97275,1133273,202911,729,10052,198106,202911,4619,77007
2005-03-12 07:00:00,25999,28513,119627,146016,25217,26529,77326,39766,38159,276495,100794,198860,103205,1206506,214570,743,11099,209959,214570,4931,77175
2005-03-12 08:00:00,26411,29129,122963,152041,26616,27748,80462,40431,39726,284480,104127,200021,105648,1239803,215824,712,11356,211377,215824,5049,77238
2005-03-12 09:00:00,24112,28943,120768,150437,26502,28007,78244,39422,39645,279543,102106,199438,103046,1220213,215195,724,11108,210547,215195,4939,76377
2005-03-12 10:00:00,21487,27992,115189,144463,25528,27095,70857,36123,37601,254275,92308,192188,97863,1142969,207371,661,9708,201896,207371,4672,75810
2005-03-12 11:00:00,19752,26987,108601,136146,24403,24395,64540,33185,33507,229933,82023,182333,92735,1058540,196738,620,8853,191186,196738,4599,76020
2005-03-12 12:00:00,18118,26102,100490,126585,23290,21680,60044,30704,30922,208050,75429,177578,88018,987010,191607,621,8440,186018,191607,4549,68733
2005-03-12 13:00:00,16386,24619,95509,117883,22676,19567,56305,27896,29004,193315,70819,173220,84778,931977,186904,610,7757,180977,186904,4423,62475
2005-03-12 14:00:00,14948,23073,93031,114050,21306,18221,53263,26501,28213,184444,65464,167563,83170,893247,180800,588,7552,175115,180800,4236,62685
2005-03-12 15:00:00,14704,21949,91116,113467,21322,17055,50662,26177,26971,183085,62240,165420,82553,876721,178488,602,7637,173057,178488,4371,62412
2005-03-12 16:00:00,14765,22351,93190,117198,22208,16776,51191,26727,26123,184979,62079,167532,84482,889601,180767,654,7757,175289,180767,4468,62433
2005-03-12 17:00:00,15401,23294,99066,126327,23473,17305,52820,28352,26944,194258,65655,173338,89789,936022,187032,748,8327,181665,187032,4603,61929
2005-03-12 18:00:00,17280,25449,108791,139128,24392,19691,57628,31465,29355,219505,74176,183613,94147,1024620,198118,793,9463,193075,198118,4669,61887
2005-03-12 19:00:00,18333,26095,112972,144530,24922,20753,59745,32555,30345,228855,78500,183151,95949,1056705,197621,785,9830,192981,197621,4860,62391
2005-03-12 20:00:00,18243,25441,111699,143305,24346,20328,58320,32073,29942,226501,77034,180487,93213,1040932,194745,745,9556,190042,194745,4608,63399
2005-03-12 21:00:00,17919,24729,107923,138892,22924,19599,57405,31545,29436,220323,73986,177789,90406,1012876,191835,713,9025,186814,191835,4536,63378
2005-03-12 22:00:00,17257,23409,103305,133184,23506,20307,60254,32004,28846,224135,76754,170250,90569,1003780,183701,641,8466,178716,183701,4227,72408
2005-03-12 23:00:00,16108,21973,97750,124918,21611,18674,56984,30180,26646,212109,70565,157346,85415,940279,169777,593,7787,165133,169777,3941,76146
2005-06-20 00:00:00,12191,16910,62190,76539,12735,13495,43782,17885,23929,138243,48771,126098,59315,652083,136059,306,4794,130892,136059,2141,57099
2005-06-20 01:00:00,11328,16130,57457,69534,11819,11990,42503,16335,22248,124645,44239,119683,56624,604535,129139,296,4264,123947,129139,1979,65793
2005-06-20 02:00:00,10792,15719,55252,66636,11455,11224,40983,15490,21399,118096,41757,116959,55224,580986,126198,286,4008,120967,126198,1939,66402
2005-06-20 03:00:00,10640,15850,54967,65647,11351,10974,40655,15260,22175,115405,40408,116608,54896,574836,125820,281,3977,120585,125820,1951,66150
2005-06-20 04:00:00,10882,17298,55729,66882,11734,11336,41322,15648,22483,118626,41320,118767,56782,588809,128150,292,4260,123027,128150,2009,66780
2005-06-20 05:00:00,11830,20010,61288,73194,13261,12691,44303,16664,24393,131054,47222,126955,64109,646974,136984,314,4618,131573,136984,2142,66423
2005-06-20 06:00:00,13356,21913,74047,86820,15888,14191,49802,19158,26764,150775,54687,138762,73766,739929,149724,393,5168,143929,149724,2320,63084
2005-06-20 07:00:00,14221,23412,85167,94198,17347,14962,53867,21363,27562,162065,59009,152282,80362,805817,164312,470,5731,158013,164312,2664,66654
2005-06-20 08:00:00,14539,24055,86603,95255,17677,15160,57046,21885,27987,166030,59929,157418,81588,825172,169855,478,5845,163263,169855,2796,66465
2005-06-20 09:00:00,15201,24513,87986,98033,18268,15645,58342,22653,28627,170633,61552,163721,83575,848749,176655,476,5977,169698,176655,2954,66444
2005-06-20 10:00:00,16137,24493,89142,100371,18924,16024,59719,23175,29510,178068,63401,168208,85321,872493,181497,431,5968,174176,181497,3056,66675
2005-06-20 11:00:00,16751,24735,90008,100999,19207,16593,62068,23102,30271,184106,65359,171854,87372,892425,185430,430,6171,178024,185430,3270,70539
2005-06-20 12:00:00,17236,24982,88982,100867,19008,17312,62123,23432,30625,186059,67856,172504,88737,899723,186133,460,6387,178891,186133,3340,80199
2005-06-20 13:00:00,17701,24703,90291,100226,18975,17033,64504,24079,30976,193567,70637,173786,89157,915635,187516,423,6314,180100,187516,3245,79968
