datetime,year,month,day,hour,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11,zone_9,target,workday
2004-01-02 04:00:00,2004,1,2,4,47.0,45.0,41.0,46.0,42.0,47.0,46.0,46.0,44.0,47.0,45.0,80619.0,79842.0,1
2004-01-02 05:00:00,2004,1,2,5,47.0,44.0,42.0,46.0,43.0,45.0,46.0,45.0,44.0,46.0,46.0,79842.0,66864.0,1
2004-01-02 06:00:00,2004,1,2,6,47.0,43.0,42.0,48.0,45.0,44.0,47.0,46.0,44.0,47.0,46.0,66864.0,68229.0,1
2004-01-02 07:00:00,2004,1,2,7,47.0,43.0,43.0,48.0,44.0,44.0,45.0,48.0,41.0,46.0,47.0,68229.0,66801.0,1
2004-01-02 08:00:00,2004,1,2,8,47.0,46.0,43.0,49.0,43.0,46.0,43.0,47.0,43.0,46.0,47.0,66801.0,67095.0,1
2004-01-02 09:00:00,2004,1,2,9,47.0,48.0,43.0,50.0,42.0,48.0,44.0,46.0,43.0,47.0,47.0,67095.0,66549.0,1
2004-01-02 10:00:00,2004,1,2,10,47.0,48.0,44.0,53.0,44.0,49.0,46.0,47.0,45.0,49.0,50.0,66549.0,65730.0,1
2004-01-02 11:00:00,2004,1,2,11,49.0,50.0,44.0,55.0,44.0,52.0,48.0,53.0,45.0,52.0,51.0,65730.0,63777.0,1
2004-01-02 12:00:00,2004,1,2,12,52.0,51.0,45.0,57.0,45.0,54.0,50.0,51.0,48.0,53.0,52.0,63777.0,61530.0,1
2004-01-02 13:00:00,2004,1,2,13,56.0,52.0,46.0,58.0,47.0,56.0,53.0,52.0,52.0,55.0,54.0,61530.0,61614.0,1
2004-01-02 14:00:00,2004,1,2,14,54.0,53.0,47.0,60.0,48.0,59.0,54.0,54.0,54.0,58.0,55.0,61614.0,61782.0,1
2004-01-02 15:00:00,2004,1,2,15,56.0,55.0,49.0,62.0,49.0,61.0,55.0,57.0,55.0,58.0,57.0,61782.0,62811.0,1
2004-01-02 16:00:00,2004,1,2,16,57.0,56.0,49.0,61.0,49.0,60.0,55.0,58.0,56.0,58.0,59.0,62811.0,63714.0,1
2004-01-02 17:00:00,2004,1,2,17,53.0,54.0,47.0,54.0,46.0,58.0,52.0,52.0,53.0,56.0,56.0,63714.0,67515.0,1
2004-01-02 18:00:00,2004,1,2,18,50.0,53.0,45.0,50.0,42.0,55.0,49.0,47.0,47.0,52.0,53.0,67515.0,76419.0,1
2004-01-02 19:00:00,2004,1,2,19,47.0,52.0,42.0,46.0,42.0,53.0,47.0,44.0,49.0,50.0,53.0,76419.0,79653.0,1
2004-01-02 20:00:00,2004,1,2,20,46.0,51.0,41.0,48.0,42.0,51.0,45.0,42.0,45.0,48.0,51.0,79653.0,79296.0,1
2004-01-02 21:00:00,2004,1,2,21,45.0,49.0,41.0,48.0,41.0,49.0,46.0,43.0,44.0,47.0,46.0,79296.0,78603.0,1
2004-01-02 22:00:00,2004,1,2,22,45.0,51.0,41.0,48.0,42.0,50.0,45.0,43.0,45.0,48.0,50.0,78603.0,67431.0,1
2004-01-02 23:00:00,2004,1,2,23,45.0,50.0,38.0,48.0,39.0,50.0,45.0,47.0,44.0,49.0,50.0,67431.0,78519.0,1
2004-01-03 00:00:00,2004,1,3,0,45.0,47.0,41.0,48.0,41.0,47.0,45.0,47.0,45.0,48.0,50.0,78519.0,78561.0,0
2004-01-03 01:00:00,2004,1,3,1,46.0,50.0,40.0,48.0,41.0,50.0,46.0,47.0,45.0,49.0,53.0,78561.0,78540.0,0
2004-01-03 02:00:00,2004,1,3,2,46.0,49.0,42.0,47.0,43.0,48.0,44.0,42.0,45.0,46.0,52.0,78540.0,78099.0,0
2004-01-03 03:00:00,2004,1,3,3,44.0,50.0,42.0,49.0,43.0,47.0,44.0,41.0,45.0,46.0,52.0,78099.0,77679.0,0
2004-01-03 04:00:00,2004,1,3,4,43.0,48.0,43.0,49.0,45.0,44.0,44.0,42.0,45.0,44.0,54.0,77679.0,77868.0,0
2004-01-03 05:00:00,2004,1,3,5,46.0,46.0,45.0,49.0,45.0,42.0,43.0,41.0,45.0,41.0,55.0,77868.0,77952.0,0
2004-01-03 06:00:00,2004,1,3,6,46.0,50.0,41.0,49.0,46.0,44.0,42.0,41.0,45.0,43.0,56.0,77952.0,77028.0,0
2004-01-03 07:00:00,2004,1,3,7,47.0,48.0,45.0,49.0,45.0,42.0,42.0,47.0,45.0,44.0,56.0,77028.0,67893.0,0
2004-01-03 08:00:00,2004,1,3,8,51.0,50.0,46.0,50.0,45.0,44.0,45.0,48.0,46.0,46.0,54.0,67893.0,63357.0,0
2004-01-03 09:00:00,2004,1,3,9,55.0,52.0,48.0,53.0,49.0,51.0,50.0,53.0,49.0,51.0,57.0,63357.0,64218.0,0
2004-01-03 10:00:00,2004,1,3,10,56.0,57.0,51.0,59.0,52.0,57.0,56.0,58.0,56.0,58.0,62.0,64218.0,64239.0,0
2004-01-03 11:00:00,2004,1,3,11,59.0,62.0,53.0,63.0,57.0,62.0,62.0,63.0,62.0,63.0,65.0,64239.0,63840.0,0
2004-01-03 12:00:00,2004,1,3,12,65.0,65.0,58.0,70.0,62.0,68.0,69.0,69.0,66.0,68.0,67.0,63840.0,63336.0,0
2004-01-03 13:00:00,2004,1,3,13,68.0,68.0,62.0,72.0,65.0,71.0,71.0,72.0,69.0,71.0,69.0,63336.0,62748.0,0
2004-01-03 14:00:00,2004,1,3,14,69.0,69.0,66.0,73.0,67.0,72.0,73.0,73.0,71.0,73.0,70.0,62748.0,62496.0,0
2004-01-03 15:00:00,2004,1,3,15,68.0,69.0,68.0,73.0,67.0,72.0,73.0,73.0,72.0,73.0,70.0,62496.0,61992.0,0
2004-01-03 16:00:00,2004,1,3,16,68.0,68.0,63.0,72.0,63.0,71.0,73.0,72.0,71.0,72.0,70.0,61992.0,61677.0,0
2004-01-03 17:00:00,2004,1,3,17,65.0,65.0,64.0,68.0,61.0,66.0,68.0,68.0,69.0,67.0,70.0,61677.0,61656.0,0
2004-01-03 18:00:00,2004,1,3,18,64.0,63.0,59.0,65.0,58.0,63.0,64.0,64.0,66.0,64.0,68.0,61656.0,63483.0,0
2004-01-03 19:00:00,2004,1,3,19,63.0,62.0,58.0,63.0,56.0,62.0,65.0,63.0,65.0,62.0,65.0,63483.0,64617.0,0
2004-01-03 20:00:00,2004,1,3,20,62.0,60.0,59.0,62.0,58.0,60.0,65.0,61.0,64.0,61.0,63.0,64617.0,64953.0,0
2004-01-03 21:00:00,2004,1,3,21,63.0,60.0,59.0,62.0,60.0,60.0,63.0,61.0,62.0,61.0,64.0,64953.0,65646.0,0
2004-01-03 22:00:00,2004,1,3,22,63.0,61.0,59.0,62.0,59.0,58.0,63.0,61.0,62.0,60.0,64.0,65646.0,65646.0,0
2004-01-03 23:00:00,2004,1,3,23,62.0,60.0,58.0,62.0,59.0,60.0,63.0,61.0,61.0,61.0,62.0,65646.0,65541.0,0
2004-01-04 00:00:00,2004,1,4,0,63.0,61.0,57.0,62.0,58.0,61.0,63.0,61.0,61.0,62.0,62.0,65541.0,65625.0,0
2004-01-04 01:00:00,2004,1,4,1,62.0,59.0,58.0,62.0,57.0,60.0,62.0,61.0,61.0,61.0,62.0,65625.0,65961.0,0
2004-01-04 02:00:00,2004,1,4,2,62.0,59.0,58.0,61.0,58.0,60.0,62.0,60.0,62.0,61.0,63.0,65961.0,66339.0,0
2004-01-04 03:00:00,2004,1,4,3,62.0,60.0,58.0,61.0,58.0,60.0,61.0,60.0,62.0,61.0,64.0,66339.0,66129.0,0
2004-01-04 04:00:00,2004,1,4,4,60.0,59.0,56.0,61.0,59.0,60.0,61.0,60.0,61.0,61.0,63.0,66129.0,66045.0,0
2004-01-04 05:00:00,2004,1,4,5,60.0,60.0,55.0,61.0,59.0,60.0,61.0,60.0,61.0,61.0,63.0,66045.0,66108.0,0
2004-01-04 06:00:00,2004,1,4,6,60.0,59.0,55.0,61.0,58.0,60.0,61.0,60.0,61.0,60.0,63.0,66108.0,66402.0,0
2004-01-04 07:00:00,2004,1,4,7,62.0,58.0,55.0,61.0,58.0,58.0,62.0,60.0,61.0,60.0,62.0,66402.0,66003.0,0
2004-01-04 08:00:00,2004,1,4,8,60.0,59.0,55.0,61.0,57.0,59.0,62.0,60.0,61.0,60.0,62.0,66003.0,65751.0,0
2004-01-04 09:00:00,2004,1,4,9,64.0,59.0,56.0,63.0,59.0,60.0,63.0,63.0,61.0,62.0,64.0,65751.0,65625.0,0
2004-01-04 10:00:00,2004,1,4,10,64.0,63.0,58.0,65.0,62.0,64.0,64.0,65.0,62.0,64.0,66.0,65625.0,64155.0,0
2004-01-04 11:00:00,2004,1,4,11,66.0,63.0,60.0,70.0,63.0,67.0,68.0,69.0,66.0,68.0,69.0,64155.0,66465.0,0
2004-01-04 12:00:00,2004,1,4,12,71.0,65.0,63.0,73.0,66.0,68.0,70.0,71.0,69.0,69.0,69.0,66465.0,66570.0,0
2004-01-04 13:00:00,2004,1,4,13,70.0,65.0,65.0,76.0,65.0,68.0,72.0,73.0,70.0,69.0,69.0,66570.0,66906.0,0
2004-01-04 14:00:00,2004,1,4,14,71.0,65.0,65.0,74.0,65.0,69.0,72.0,73.0,69.0,70.0,68.0,66906.0,70287.0,0
2004-01-04 15:00:00,2004,1,4,15,72.0,65.0,64.0,74.0,65.0,69.0,73.0,73.0,69.0,70.0,66.0,70287.0,70266.0,0
2004-01-04 16:00:00,2004,1,4,16,71.0,66.0,62.0,72.0,64.0,69.0,70.0,72.0,67.0,70.0,67.0,70266.0,70371.0,0
2004-01-04 17:00:00,2004,1,4,17,68.0,65.0,61.0,71.0,56.0,67.0,70.0,70.0,66.0,69.0,65.0,70371.0,70077.0,0
2004-01-04 18:00:00,2004,1,4,18,67.0,64.0,59.0,68.0,51.0,65.0,68.0,66.0,64.0,66.0,63.0,70077.0,69972.0,0
2004-01-04 19:00:00,2004,1,4,19,67.0,62.0,56.0,66.0,49.0,62.0,66.0,66.0,63.0,64.0,62.0,69972.0,79758.0,0
2004-01-04 20:00:00,2004,1,4,20,65.0,61.0,55.0,64.0,48.0,60.0,60.0,64.0,60.0,63.0,61.0,79758.0,81585.0,0
2004-01-04 21:00:00,2004,1,4,21,64.0,61.0,48.0,63.0,48.0,62.0,59.0,63.0,52.0,63.0,61.0,81585.0,81417.0,0
2004-01-04 22:00:00,2004,1,4,22,65.0,62.0,48.0,64.0,47.0,63.0,59.0,63.0,52.0,64.0,61.0,81417.0,81228.0,0
2004-01-04 23:00:00,2004,1,4,23,64.0,62.0,47.0,65.0,46.0,63.0,58.0,63.0,50.0,64.0,60.0,81228.0,80661.0,0
2004-01-05 00:00:00,2004,1,5,0,64.0,63.0,47.0,66.0,46.0,64.0,56.0,64.0,48.0,64.0,62.0,80661.0,81123.0,1
2004-01-05 01:00:00,2004,1,5,1,63.0,62.0,45.0,66.0,45.0,63.0,56.0,62.0,48.0,64.0,62.0,81123.0,80829.0,1
2004-01-05 02:00:00,2004,1,5,2,65.0,62.0,45.0,65.0,44.0,63.0,56.0,62.0,48.0,63.0,62.0,80829.0,80934.0,1
2004-01-05 03:00:00,2004,1,5,3,64.0,63.0,45.0,65.0,44.0,63.0,56.0,62.0,48.0,63.0,63.0,80934.0,80388.0,1
2004-01-05 04:00:00,2004,1,5,4,64.0,62.0,47.0,65.0,44.0,63.0,55.0,63.0,49.0,64.0,61.0,80388.0,80661.0,1
2004-01-05 05:00:00,2004,1,5,5,64.0,60.0,55.0,65.0,44.0,64.0,54.0,63.0,48.0,64.0,59.0,80661.0,80934.0,1
2004-01-05 06:00:00,2004,1,5,6,64.0,60.0,54.0,65.0,44.0,65.0,53.0,63.0,47.0,64.0,58.0,80934.0,81585.0,1
2004-01-05 07:00:00,2004,1,5,7,64.0,60.0,55.0,65.0,44.0,65.0,54.0,64.0,47.0,65.0,58.0,81585.0,81312.0,1
2004-01-05 08:00:00,2004,1,5,8,65.0,58.0,53.0,65.0,44.0,64.0,54.0,64.0,47.0,64.0,49.0,81312.0,81396.0,1
2004-01-05 09:00:00,2004,1,5,9,66.0,58.0,55.0,69.0,44.0,65.0,54.0,65.0,47.0,65.0,48.0,81396.0,81858.0,1
2004-01-05 10:00:00,2004,1,5,10,66.0,57.0,55.0,70.0,45.0,66.0,54.0,65.0,47.0,66.0,47.0,81858.0,73227.0,1
2004-01-05 11:00:00,2004,1,5,11,67.0,57.0,53.0,71.0,46.0,66.0,52.0,67.0,46.0,65.0,49.0,73227.0,67935.0,1
2004-01-05 12:00:00,2004,1,5,12,68.0,56.0,53.0,71.0,46.0,65.0,53.0,67.0,47.0,64.0,51.0,67935.0,67515.0,1
2004-01-05 13:00:00,2004,1,5,13,68.0,56.0,54.0,70.0,46.0,65.0,54.0,66.0,47.0,64.0,53.0,67515.0,67473.0,1
2004-01-05 14:00:00,2004,1,5,14,66.0,54.0,48.0,71.0,47.0,66.0,54.0,66.0,48.0,65.0,52.0,67473.0,68586.0,1
2004-01-05 15:00:00,2004,1,5,15,66.0,52.0,49.0,71.0,47.0,66.0,54.0,66.0,49.0,65.0,52.0,68586.0,67977.0,1
2004-01-05 16:00:00,2004,1,5,16,66.0,51.0,52.0,72.0,48.0,63.0,54.0,66.0,49.0,61.0,52.0,67977.0,68271.0,1
2004-01-05 17:00:00,2004,1,5,17,66.0,50.0,51.0,70.0,47.0,60.0,54.0,62.0,49.0,60.0,50.0,68271.0,68502.0,1
2004-01-05 18:00:00,2004,1,5,18,63.0,49.0,48.0,64.0,46.0,59.0,53.0,61.0,48.0,59.0,50.0,68502.0,68607.0,1
2004-01-05 19:00:00,2004,1,5,19,54.0,46.0,47.0,63.0,46.0,57.0,52.0,61.0,47.0,57.0,45.0,68607.0,68502.0,1
2004-01-05 20:00:00,2004,1,5,20,52.0,44.0,46.0,61.0,46.0,56.0,49.0,59.0,46.0,56.0,43.0,68502.0,68418.0,1
2004-01-05 21:00:00,2004,1,5,21,49.0,41.0,46.0,61.0,45.0,54.0,48.0,58.0,43.0,54.0,41.0,68418.0,67452.0,1
2004-01-05 22:00:00,2004,1,5,22,47.0,40.0,45.0,58.0,44.0,52.0,47.0,53.0,43.0,51.0,41.0,67452.0,66717.0,1
2004-01-05 23:00:00,2004,1,5,23,47.0,36.0,43.0,51.0,43.0,47.0,44.0,51.0,41.0,47.0,39.0,66717.0,66255.0,1
2004-01-06 00:00:00,2004,1,6,0,47.0,33.0,43.0,50.0,42.0,45.0,42.0,50.0,41.0,45.0,37.0,66255.0,57897.0,1
2004-01-06 01:00:00,2004,1,6,1,46.0,35.0,43.0,50.0,41.0,44.0,41.0,48.0,40.0,44.0,36.0,57897.0,52794.0,1
2004-01-06 02:00:00,2004,1,6,2,45.0,32.0,41.0,49.0,40.0,42.0,39.0,46.0,37.0,42.0,35.0,52794.0,64176.0,1
2004-01-06 03:00:00,2004,1,6,3,43.0,33.0,40.0,47.0,39.0,41.0,38.0,45.0,37.0,41.0,35.0,64176.0,63315.0,1
2004-01-06 04:00:00,2004,1,6,4,41.0,32.0,38.0,45.0,37.0,40.0,37.0,43.0,35.0,39.0,34.0,63315.0,63168.0,1
2004-01-06 05:00:00,2004,1,6,5,41.0,32.0,36.0,45.0,36.0,39.0,36.0,40.0,33.0,38.0,34.0,63168.0,63567.0,1
2004-01-06 06:00:00,2004,1,6,6,39.0,29.0,35.0,44.0,35.0,35.0,37.0,37.0,36.0,35.0,34.0,63567.0,64323.0,1
2004-01-06 07:00:00,2004,1,6,7,39.0,32.0,33.0,42.0,34.0,36.0,34.0,33.0,35.0,34.0,32.0,64323.0,64911.0,1
2004-01-06 08:00:00,2004,1,6,8,40.0,31.0,34.0,40.0,35.0,36.0,35.0,32.0,33.0,34.0,32.0,64911.0,65436.0,1
2004-01-06 09:00:00,2004,1,6,9,43.0,32.0,33.0,42.0,37.0,37.0,38.0,39.0,37.0,37.0,34.0,65436.0,67725.0,1
2004-01-06 10:00:00,2004,1,6,10,45.0,33.0,38.0,44.0,39.0,40.0,41.0,43.0,38.0,41.0,34.0,67725.0,67599.0,1
2004-01-06 11:00:00,2004,1,6,11,44.0,34.0,40.0,45.0,40.0,41.0,43.0,45.0,39.0,42.0,34.0,67599.0,67704.0,1
2004-01-06 12:00:00,2004,1,6,12,45.0,35.0,39.0,47.0,41.0,42.0,45.0,46.0,42.0,44.0,34.0,67704.0,68817.0,1
2004-01-06 13:00:00,2004,1,6,13,46.0,33.0,40.0,48.0,40.0,43.0,45.0,46.0,41.0,44.0,35.0,68817.0,69174.0,1
2004-01-06 14:00:00,2004,1,6,14,46.0,33.0,40.0,48.0,41.0,43.0,44.0,46.0,41.0,44.0,35.0,69174.0,68964.0,1
2004-01-06 15:00:00,2004,1,6,15,46.0,33.0,41.0,48.0,41.0,44.0,44.0,47.0,40.0,44.0,33.0,68964.0,68775.0,1
2004-01-06 16:00:00,2004,1,6,16,45.0,32.0,40.0,47.0,40.0,42.0,41.0,45.0,38.0,43.0,31.0,68775.0,73206.0,1
2004-01-06 17:00:00,2004,1,6,17,39.0,28.0,36.0,44.0,38.0,39.0,40.0,43.0,35.0,40.0,26.0,73206.0,72870.0,1
2004-01-06 18:00:00,2004,1,6,18,39.0,26.0,37.0,41.0,35.0,37.0,37.0,40.0,33.0,37.0,25.0,72870.0,72471.0,1
2004-01-06 19:00:00,2004,1,6,19,39.0,24.0,36.0,40.0,33.0,35.0,33.0,38.0,30.0,34.0,23.0,72471.0,72282.0,1
2004-01-06 20:00:00,2004,1,6,20,38.0,22.0,32.0,39.0,31.0,32.0,30.0,35.0,28.0,31.0,20.0,72282.0,73248.0,1
2004-01-06 21:00:00,2004,1,6,21,36.0,21.0,29.0,37.0,28.0,30.0,29.0,33.0,27.0,30.0,20.0,73248.0,73479.0,1
2004-01-06 22:00:00,2004,1,6,22,32.0,20.0,28.0,35.0,27.0,28.0,27.0,31.0,26.0,28.0,19.0,73479.0,73647.0,1
2004-01-06 23:00:00,2004,1,6,23,32.0,19.0,27.0,33.0,26.0,27.0,27.0,29.0,25.0,27.0,18.0,73647.0,73710.0,1
2004-01-07 00:00:00,2004,1,7,0,30.0,18.0,25.0,30.0,24.0,25.0,25.0,28.0,24.0,25.0,18.0,73710.0,73227.0,1
2004-01-07 01:00:00,2004,1,7,1,29.0,18.0,25.0,29.0,24.0,25.0,23.0,26.0,22.0,25.0,18.0,73227.0,72954.0,1
2004-01-07 02:00:00,2004,1,7,2,28.0,17.0,23.0,28.0,23.0,24.0,23.0,26.0,22.0,23.0,17.0,72954.0,73815.0,1
2004-01-07 03:00:00,2004,1,7,3,28.0,17.0,22.0,27.0,22.0,23.0,21.0,22.0,20.0,22.0,17.0,73815.0,73290.0,1
2004-01-07 04:00:00,2004,1,7,4,28.0,16.0,22.0,25.0,22.0,22.0,21.0,22.0,20.0,21.0,15.0,73290.0,72408.0,1
2004-01-07 05:00:00,2004,1,7,5,26.0,15.0,21.0,24.0,22.0,22.0,21.0,21.0,19.0,21.0,15.0,72408.0,49140.0,1
2004-01-07 06:00:00,2004,1,7,6,26.0,15.0,20.0,23.0,20.0,21.0,20.0,21.0,19.0,20.0,15.0,49140.0,24885.0,1
2004-01-07 07:00:00,2004,1,7,7,26.0,15.0,20.0,22.0,20.0,20.0,19.0,19.0,19.0,19.0,15.0,24885.0,24948.0,1
2004-01-07 08:00:00,2004,1,7,8,26.0,15.0,20.0,22.0,20.0,20.0,20.0,21.0,19.0,20.0,13.0,24948.0,49959.0,1
2004-01-07 09:00:00,2004,1,7,9,28.0,16.0,20.0,25.0,22.0,23.0,22.0,24.0,22.0,23.0,16.0,49959.0,84693.0,1
2004-01-07 10:00:00,2004,1,7,10,28.0,18.0,22.0,27.0,23.0,24.0,25.0,27.0,24.0,25.0,18.0,84693.0,83559.0,1
2004-01-07 11:00:00,2004,1,7,11,29.0,20.0,24.0,29.0,24.0,27.0,27.0,29.0,26.0,27.0,21.0,83559.0,82992.0,1
2004-01-07 12:00:00,2004,1,7,12,29.0,23.0,25.0,31.0,25.0,29.0,28.0,30.0,27.0,29.0,24.0,82992.0,82971.0,1
2004-01-07 13:00:00,2004,1,7,13,31.0,24.0,27.0,33.0,27.0,31.0,30.0,33.0,29.0,31.0,26.0,82971.0,82299.0,1
2004-01-07 14:00:00,2004,1,7,14,31.0,26.0,27.0,34.0,27.0,32.0,32.0,33.0,31.0,33.0,28.0,82299.0,81837.0,1
2004-01-07 15:00:00,2004,1,7,15,31.0,26.0,28.0,35.0,28.0,33.0,33.0,34.0,32.0,34.0,28.0,81837.0,82320.0,1
2004-01-07 16:00:00,2004,1,7,16,31.0,27.0,28.0,34.0,28.0,32.0,33.0,33.0,32.0,33.0,27.0,82320.0,51933.0,1
2004-01-07 17:00:00,2004,1,7,17,30.0,26.0,28.0,32.0,28.0,32.0,30.0,30.0,31.0,32.0,25.0,51933.0,24927.0,1
2004-01-07 18:00:00,2004,1,7,18,30.0,24.0,26.0,31.0,26.0,30.0,27.0,29.0,29.0,30.0,24.0,24927.0,25200.0,1
2004-01-07 19:00:00,2004,1,7,19,30.0,23.0,24.0,30.0,26.0,29.0,26.0,28.0,27.0,29.0,23.0,25200.0,32277.0,1
2004-01-07 20:00:00,2004,1,7,20,29.0,23.0,24.0,29.0,25.0,29.0,25.0,27.0,25.0,28.0,23.0,32277.0,77343.0,1
2004-01-07 21:00:00,2004,1,7,21,31.0,22.0,26.0,28.0,24.0,28.0,23.0,26.0,22.0,28.0,21.0,77343.0,81102.0,1
2004-01-07 22:00:00,2004,1,7,22,30.0,22.0,22.0,27.0,24.0,27.0,22.0,24.0,23.0,27.0,20.0,81102.0,80850.0,1
2004-01-07 23:00:00,2004,1,7,23,30.0,22.0,20.0,27.0,23.0,27.0,21.0,22.0,22.0,26.0,20.0,80850.0,81228.0,1
2004-01-08 00:00:00,2004,1,8,0,29.0,22.0,21.0,25.0,23.0,25.0,21.0,21.0,24.0,25.0,19.0,81228.0,76020.0,1
2004-01-08 01:00:00,2004,1,8,1,26.0,22.0,20.0,26.0,24.0,26.0,21.0,25.0,24.0,26.0,20.0,76020.0,70980.0,1
2004-01-08 02:00:00,2004,1,8,2,24.0,21.0,20.0,25.0,23.0,25.0,20.0,26.0,22.0,26.0,19.0,70980.0,70812.0,1
2004-01-08 03:00:00,2004,1,8,3,22.0,21.0,19.0,22.0,24.0,26.0,20.0,25.0,21.0,26.0,19.0,70812.0,78393.0,1
2004-01-08 04:00:00,2004,1,8,4,22.0,22.0,18.0,20.0,24.0,27.0,21.0,25.0,23.0,27.0,19.0,78393.0,83307.0,1
2004-01-08 05:00:00,2004,1,8,5,22.0,21.0,20.0,23.0,25.0,25.0,20.0,25.0,21.0,26.0,18.0,83307.0,47460.0,1
2004-01-08 06:00:00,2004,1,8,6,24.0,18.0,19.0,23.0,26.0,25.0,20.0,25.0,20.0,25.0,18.0,47460.0,25200.0,1
2004-01-08 07:00:00,2004,1,8,7,22.0,18.0,20.0,19.0,25.0,25.0,20.0,19.0,21.0,24.0,17.0,25200.0,25158.0,1
2004-01-08 08:00:00,2004,1,8,8,25.0,19.0,19.0,22.0,25.0,24.0,21.0,20.0,21.0,24.0,18.0,25158.0,46242.0,1
