datetime,year,month,day,hour,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11,zone_4,target,workday
2008-07-01 14:00:00,2008,7,1,14,82.0,72.0,81.0,85.0,82.0,80.0,80.0,82.0,78.0,80.0,70.0,415.0,414.0,1
2008-07-01 15:00:00,2008,7,1,15,81.0,74.0,82.0,86.0,83.0,80.0,82.0,84.0,78.0,81.0,72.0,414.0,431.0,1
2008-07-01 16:00:00,2008,7,1,16,81.0,73.0,80.0,85.0,82.0,78.0,78.0,83.0,78.0,79.0,72.0,431.0,456.0,1
2008-07-01 17:00:00,2008,7,1,17,81.0,72.0,82.0,84.0,82.0,78.0,79.0,82.0,77.0,79.0,70.0,456.0,510.0,1
2008-07-01 18:00:00,2008,7,1,18,80.0,71.0,80.0,83.0,82.0,78.0,78.0,81.0,76.0,78.0,70.0,510.0,473.0,1
2008-07-01 19:00:00,2008,7,1,19,78.0,69.0,77.0,80.0,80.0,76.0,76.0,78.0,75.0,76.0,69.0,473.0,459.0,1
2008-07-01 20:00:00,2008,7,1,20,74.0,65.0,74.0,77.0,77.0,70.0,73.0,73.0,72.0,71.0,65.0,459.0,475.0,1
2008-07-01 21:00:00,2008,7,1,21,75.0,61.0,71.0,74.0,72.0,67.0,70.0,69.0,67.0,68.0,64.0,475.0,432.0,1
2008-07-01 22:00:00,2008,7,1,22,71.0,59.0,68.0,72.0,72.0,65.0,68.0,66.0,65.0,64.0,62.0,432.0,364.0,1
2008-07-01 23:00:00,2008,7,1,23,71.0,57.0,68.0,68.0,71.0,62.0,67.0,64.0,65.0,62.0,60.0,364.0,314.0,1
2008-07-02 00:00:00,2008,7,2,0,71.0,55.0,68.0,66.0,70.0,61.0,66.0,62.0,64.0,60.0,57.0,314.0,289.0,1
2008-07-02 01:00:00,2008,7,2,1,69.0,55.0,67.0,65.0,69.0,61.0,66.0,61.0,64.0,60.0,55.0,289.0,282.0,1
2008-07-02 02:00:00,2008,7,2,2,68.0,53.0,67.0,65.0,67.0,59.0,64.0,62.0,63.0,59.0,55.0,282.0,278.0,1
2008-07-02 03:00:00,2008,7,2,3,67.0,52.0,66.0,64.0,66.0,59.0,65.0,60.0,63.0,58.0,53.0,278.0,295.0,1
2008-07-02 04:00:00,2008,7,2,4,67.0,51.0,65.0,63.0,66.0,57.0,64.0,60.0,62.0,57.0,52.0,295.0,349.0,1
2008-07-02 05:00:00,2008,7,2,5,66.0,51.0,60.0,63.0,66.0,58.0,63.0,61.0,62.0,57.0,51.0,349.0,389.0,1
2008-07-02 06:00:00,2008,7,2,6,70.0,53.0,67.0,64.0,68.0,59.0,64.0,63.0,63.0,59.0,53.0,389.0,436.0,1
2008-07-02 07:00:00,2008,7,2,7,75.0,58.0,72.0,70.0,72.0,66.0,69.0,70.0,70.0,66.0,59.0,436.0,461.0,1
2008-07-02 08:00:00,2008,7,2,8,78.0,65.0,75.0,75.0,76.0,71.0,74.0,73.0,73.0,71.0,64.0,461.0,444.0,1
2008-07-02 09:00:00,2008,7,2,9,80.0,71.0,78.0,79.0,78.0,77.0,78.0,79.0,77.0,78.0,69.0,444.0,426.0,1
2008-07-02 10:00:00,2008,7,2,10,81.0,75.0,79.0,81.0,80.0,79.0,80.0,81.0,80.0,80.0,74.0,426.0,427.0,1
2008-07-02 11:00:00,2008,7,2,11,82.0,77.0,81.0,83.0,82.0,82.0,82.0,82.0,81.0,82.0,77.0,427.0,438.0,1
2008-07-02 12:00:00,2008,7,2,12,83.0,78.0,82.0,84.0,83.0,82.0,82.0,84.0,82.0,83.0,79.0,438.0,458.0,1
2008-07-02 13:00:00,2008,7,2,13,84.0,79.0,83.0,87.0,85.0,84.0,84.0,85.0,83.0,84.0,80.0,458.0,464.0,1
2008-07-02 14:00:00,2008,7,2,14,84.0,80.0,83.0,87.0,85.0,85.0,85.0,87.0,85.0,86.0,81.0,464.0,458.0,1
2008-07-02 15:00:00,2008,7,2,15,86.0,81.0,83.0,88.0,84.0,86.0,85.0,87.0,86.0,87.0,82.0,458.0,469.0,1
2008-07-02 16:00:00,2008,7,2,16,85.0,81.0,83.0,87.0,84.0,86.0,85.0,87.0,87.0,87.0,82.0,469.0,535.0,1
2008-07-02 17:00:00,2008,7,2,17,85.0,80.0,82.0,87.0,83.0,85.0,86.0,87.0,87.0,86.0,82.0,535.0,528.0,1
2008-07-02 18:00:00,2008,7,2,18,81.0,79.0,81.0,85.0,82.0,84.0,84.0,84.0,85.0,85.0,81.0,528.0,522.0,1
2008-07-02 19:00:00,2008,7,2,19,79.0,76.0,78.0,82.0,79.0,80.0,82.0,81.0,82.0,80.0,79.0,522.0,539.0,1
2008-07-02 20:00:00,2008,7,2,20,76.0,68.0,69.0,73.0,74.0,70.0,75.0,74.0,74.0,72.0,73.0,539.0,540.0,1
2008-07-02 21:00:00,2008,7,2,21,76.0,64.0,69.0,69.0,71.0,67.0,72.0,71.0,70.0,69.0,69.0,540.0,466.0,1
2008-07-02 22:00:00,2008,7,2,22,74.0,63.0,68.0,68.0,72.0,68.0,71.0,70.0,67.0,67.0,66.0,466.0,376.0,1
2008-07-02 23:00:00,2008,7,2,23,74.0,61.0,70.0,66.0,70.0,65.0,70.0,64.0,66.0,65.0,64.0,376.0,320.0,1
2008-07-03 00:00:00,2008,7,3,0,72.0,59.0,68.0,65.0,69.0,63.0,69.0,62.0,65.0,63.0,61.0,320.0,332.0,1
2008-07-03 01:00:00,2008,7,3,1,69.0,58.0,68.0,68.0,68.0,65.0,67.0,60.0,64.0,63.0,60.0,332.0,290.0,1
2008-07-03 02:00:00,2008,7,3,2,71.0,57.0,67.0,68.0,67.0,63.0,66.0,60.0,62.0,60.0,58.0,290.0,278.0,1
2008-07-03 03:00:00,2008,7,3,3,71.0,56.0,67.0,68.0,67.0,63.0,65.0,64.0,62.0,61.0,58.0,278.0,287.0,1
2008-07-03 04:00:00,2008,7,3,4,71.0,55.0,67.0,67.0,67.0,61.0,65.0,63.0,62.0,60.0,56.0,287.0,313.0,1
2008-07-03 05:00:00,2008,7,3,5,70.0,56.0,68.0,66.0,68.0,62.0,65.0,63.0,61.0,60.0,55.0,313.0,399.0,1
2008-07-03 06:00:00,2008,7,3,6,72.0,58.0,69.0,69.0,71.0,64.0,66.0,65.0,64.0,63.0,57.0,399.0,429.0,1
2008-07-03 07:00:00,2008,7,3,7,78.0,64.0,74.0,73.0,75.0,69.0,70.0,72.0,67.0,70.0,63.0,429.0,428.0,1
2008-07-03 08:00:00,2008,7,3,8,81.0,70.0,78.0,78.0,79.0,76.0,76.0,78.0,73.0,76.0,71.0,428.0,470.0,1
2008-07-03 09:00:00,2008,7,3,9,83.0,75.0,80.0,81.0,83.0,79.0,81.0,81.0,79.0,79.0,78.0,470.0,477.0,1
2008-07-03 10:00:00,2008,7,3,10,84.0,78.0,82.0,85.0,86.0,82.0,85.0,85.0,84.0,83.0,80.0,477.0,498.0,1
2008-07-03 11:00:00,2008,7,3,11,87.0,81.0,85.0,88.0,88.0,86.0,86.0,89.0,87.0,87.0,82.0,498.0,486.0,1
2008-07-03 12:00:00,2008,7,3,12,90.0,83.0,86.0,90.0,91.0,88.0,90.0,90.0,89.0,89.0,84.0,486.0,494.0,1
2008-07-03 13:00:00,2008,7,3,13,90.0,85.0,87.0,90.0,91.0,89.0,90.0,90.0,89.0,90.0,86.0,494.0,503.0,1
2008-07-03 14:00:00,2008,7,3,14,91.0,85.0,89.0,92.0,92.0,89.0,91.0,92.0,91.0,90.0,86.0,503.0,487.0,1
2008-07-03 15:00:00,2008,7,3,15,89.0,85.0,89.0,91.0,90.0,89.0,91.0,91.0,92.0,90.0,88.0,487.0,510.0,1
2008-07-03 16:00:00,2008,7,3,16,89.0,85.0,88.0,92.0,90.0,89.0,90.0,91.0,92.0,90.0,87.0,510.0,569.0,1
2008-07-03 17:00:00,2008,7,3,17,86.0,83.0,87.0,91.0,89.0,88.0,89.0,91.0,90.0,89.0,86.0,569.0,565.0,1
2008-07-03 18:00:00,2008,7,3,18,84.0,82.0,85.0,90.0,87.0,87.0,89.0,90.0,89.0,88.0,83.0,565.0,564.0,1
2008-07-03 19:00:00,2008,7,3,19,82.0,77.0,81.0,86.0,83.0,82.0,85.0,86.0,83.0,83.0,80.0,564.0,565.0,1
2008-07-03 20:00:00,2008,7,3,20,81.0,73.0,79.0,81.0,79.0,77.0,80.0,80.0,81.0,78.0,74.0,565.0,583.0,1
2008-07-03 21:00:00,2008,7,3,21,79.0,68.0,77.0,80.0,77.0,73.0,77.0,78.0,74.0,73.0,72.0,583.0,554.0,1
2008-07-03 22:00:00,2008,7,3,22,79.0,67.0,76.0,79.0,75.0,72.0,77.0,76.0,74.0,71.0,72.0,554.0,434.0,1
2008-07-03 23:00:00,2008,7,3,23,78.0,66.0,75.0,78.0,75.0,72.0,75.0,75.0,72.0,71.0,72.0,434.0,380.0,1
2008-07-04 00:00:00,2008,7,4,0,78.0,65.0,74.0,76.0,74.0,71.0,74.0,74.0,72.0,69.0,71.0,380.0,373.0,0
2008-07-04 01:00:00,2008,7,4,1,78.0,66.0,74.0,75.0,73.0,71.0,74.0,73.0,72.0,69.0,69.0,373.0,346.0,0
2008-07-04 02:00:00,2008,7,4,2,78.0,65.0,74.0,74.0,73.0,69.0,73.0,73.0,72.0,69.0,69.0,346.0,327.0,0
2008-07-04 03:00:00,2008,7,4,3,78.0,65.0,74.0,73.0,72.0,69.0,72.0,72.0,72.0,70.0,67.0,327.0,318.0,0
2008-07-04 04:00:00,2008,7,4,4,77.0,65.0,74.0,73.0,70.0,69.0,71.0,71.0,71.0,70.0,66.0,318.0,336.0,0
2008-07-04 05:00:00,2008,7,4,5,76.0,64.0,74.0,73.0,71.0,67.0,68.0,71.0,70.0,69.0,66.0,336.0,379.0,0
2008-07-04 06:00:00,2008,7,4,6,77.0,66.0,73.0,73.0,72.0,70.0,71.0,71.0,70.0,70.0,67.0,379.0,446.0,0
2008-07-04 07:00:00,2008,7,4,7,80.0,69.0,75.0,76.0,76.0,73.0,74.0,74.0,73.0,73.0,70.0,446.0,497.0,0
2008-07-04 08:00:00,2008,7,4,8,81.0,72.0,77.0,80.0,77.0,78.0,76.0,80.0,75.0,78.0,73.0,497.0,547.0,0
2008-07-04 09:00:00,2008,7,4,9,82.0,75.0,80.0,83.0,80.0,81.0,80.0,82.0,78.0,81.0,76.0,547.0,570.0,0
2008-07-04 10:00:00,2008,7,4,10,86.0,77.0,81.0,87.0,81.0,85.0,82.0,88.0,81.0,86.0,77.0,570.0,602.0,0
2008-07-04 11:00:00,2008,7,4,11,88.0,81.0,83.0,90.0,84.0,88.0,87.0,92.0,85.0,89.0,79.0,602.0,601.0,0
2008-07-04 12:00:00,2008,7,4,12,89.0,82.0,84.0,93.0,86.0,90.0,87.0,93.0,86.0,91.0,79.0,601.0,579.0,0
2008-07-04 13:00:00,2008,7,4,13,91.0,81.0,86.0,95.0,86.0,90.0,89.0,93.0,85.0,92.0,79.0,579.0,554.0,0
2008-07-04 14:00:00,2008,7,4,14,91.0,79.0,86.0,96.0,89.0,89.0,89.0,95.0,87.0,90.0,78.0,554.0,538.0,0
2008-07-04 15:00:00,2008,7,4,15,88.0,79.0,86.0,96.0,88.0,85.0,89.0,95.0,85.0,87.0,77.0,538.0,545.0,0
2008-07-04 16:00:00,2008,7,4,16,85.0,78.0,85.0,94.0,87.0,84.0,87.0,91.0,81.0,84.0,76.0,545.0,592.0,0
2008-07-04 17:00:00,2008,7,4,17,86.0,79.0,85.0,92.0,82.0,85.0,74.0,84.0,73.0,84.0,75.0,592.0,579.0,0
2008-07-04 18:00:00,2008,7,4,18,83.0,77.0,83.0,91.0,80.0,82.0,74.0,78.0,74.0,81.0,75.0,579.0,555.0,0
2008-07-04 19:00:00,2008,7,4,19,82.0,76.0,77.0,86.0,79.0,79.0,73.0,76.0,72.0,78.0,70.0,555.0,517.0,0
2008-07-04 20:00:00,2008,7,4,20,81.0,72.0,70.0,81.0,75.0,76.0,72.0,73.0,72.0,76.0,69.0,517.0,470.0,0
2008-07-04 21:00:00,2008,7,4,21,77.0,73.0,68.0,76.0,69.0,77.0,71.0,72.0,71.0,77.0,69.0,470.0,446.0,0
2008-07-04 22:00:00,2008,7,4,22,74.0,70.0,68.0,74.0,68.0,73.0,71.0,73.0,71.0,73.0,68.0,446.0,446.0,0
2008-07-04 23:00:00,2008,7,4,23,75.0,70.0,68.0,73.0,69.0,73.0,71.0,73.0,70.0,73.0,66.0,446.0,366.0,0
2008-07-05 00:00:00,2008,7,5,0,75.0,69.0,69.0,72.0,70.0,72.0,71.0,72.0,70.0,73.0,66.0,366.0,347.0,0
2008-07-05 01:00:00,2008,7,5,1,73.0,68.0,69.0,72.0,70.0,72.0,71.0,72.0,70.0,72.0,65.0,347.0,335.0,0
2008-07-05 02:00:00,2008,7,5,2,72.0,68.0,69.0,72.0,70.0,71.0,70.0,72.0,70.0,72.0,67.0,335.0,318.0,0
2008-07-05 03:00:00,2008,7,5,3,74.0,66.0,69.0,72.0,70.0,70.0,70.0,70.0,70.0,71.0,65.0,318.0,314.0,0
2008-07-05 04:00:00,2008,7,5,4,74.0,66.0,70.0,72.0,70.0,70.0,70.0,70.0,69.0,71.0,65.0,314.0,345.0,0
2008-07-05 05:00:00,2008,7,5,5,72.0,66.0,70.0,72.0,70.0,71.0,70.0,70.0,70.0,70.0,65.0,345.0,370.0,0
2008-07-05 06:00:00,2008,7,5,6,74.0,66.0,71.0,72.0,71.0,70.0,70.0,70.0,70.0,71.0,65.0,370.0,433.0,0
2008-07-05 07:00:00,2008,7,5,7,76.0,67.0,71.0,72.0,72.0,71.0,71.0,72.0,70.0,71.0,67.0,433.0,519.0,0
2008-07-05 08:00:00,2008,7,5,8,78.0,68.0,73.0,75.0,73.0,72.0,72.0,73.0,72.0,72.0,69.0,519.0,546.0,0
2008-07-05 09:00:00,2008,7,5,9,78.0,71.0,73.0,79.0,74.0,75.0,74.0,74.0,73.0,74.0,71.0,546.0,578.0,0
2008-07-05 10:00:00,2008,7,5,10,81.0,73.0,74.0,80.0,75.0,75.0,73.0,75.0,75.0,75.0,74.0,578.0,592.0,0
2008-07-05 11:00:00,2008,7,5,11,82.0,75.0,76.0,80.0,76.0,77.0,76.0,76.0,78.0,76.0,78.0,592.0,592.0,0
2008-07-05 12:00:00,2008,7,5,12,83.0,76.0,77.0,82.0,77.0,79.0,77.0,78.0,79.0,79.0,79.0,592.0,576.0,0
2008-07-05 13:00:00,2008,7,5,13,81.0,76.0,78.0,84.0,79.0,80.0,79.0,80.0,82.0,80.0,79.0,576.0,576.0,0
2008-07-05 14:00:00,2008,7,5,14,83.0,78.0,80.0,86.0,80.0,81.0,81.0,82.0,83.0,81.0,81.0,576.0,527.0,0
2008-07-05 15:00:00,2008,7,5,15,80.0,77.0,79.0,85.0,79.0,80.0,81.0,82.0,81.0,80.0,80.0,527.0,570.0,0
2008-07-05 16:00:00,2008,7,5,16,83.0,77.0,80.0,83.0,78.0,75.0,81.0,82.0,81.0,78.0,75.0,570.0,571.0,0
2008-07-05 17:00:00,2008,7,5,17,81.0,78.0,78.0,75.0,78.0,76.0,81.0,77.0,81.0,78.0,74.0,571.0,596.0,0
2008-07-05 18:00:00,2008,7,5,18,78.0,75.0,78.0,74.0,78.0,75.0,78.0,72.0,75.0,77.0,73.0,596.0,585.0,0
2008-07-05 19:00:00,2008,7,5,19,76.0,73.0,75.0,71.0,76.0,74.0,75.0,71.0,75.0,76.0,72.0,585.0,553.0,0
2008-07-05 20:00:00,2008,7,5,20,74.0,71.0,75.0,71.0,75.0,73.0,73.0,70.0,74.0,74.0,71.0,553.0,557.0,0
2008-07-05 21:00:00,2008,7,5,21,74.0,71.0,73.0,71.0,74.0,73.0,73.0,69.0,73.0,73.0,69.0,557.0,537.0,0
2008-07-05 22:00:00,2008,7,5,22,74.0,70.0,72.0,72.0,73.0,73.0,73.0,70.0,73.0,73.0,69.0,537.0,462.0,0
2008-07-05 23:00:00,2008,7,5,23,74.0,70.0,72.0,71.0,73.0,72.0,71.0,70.0,72.0,72.0,69.0,462.0,409.0,0
2008-07-06 00:00:00,2008,7,6,0,72.0,68.0,72.0,70.0,73.0,72.0,71.0,70.0,70.0,72.0,69.0,409.0,372.0,0
2008-07-06 01:00:00,2008,7,6,1,72.0,68.0,73.0,71.0,74.0,71.0,70.0,70.0,70.0,71.0,68.0,372.0,364.0,0
2008-07-06 02:00:00,2008,7,6,2,72.0,68.0,72.0,71.0,73.0,71.0,70.0,70.0,70.0,71.0,68.0,364.0,338.0,0
2008-07-06 03:00:00,2008,7,6,3,72.0,66.0,72.0,71.0,73.0,70.0,70.0,70.0,70.0,71.0,67.0,338.0,334.0,0
2008-07-06 04:00:00,2008,7,6,4,72.0,67.0,71.0,71.0,73.0,71.0,70.0,70.0,70.0,71.0,67.0,334.0,341.0,0
2008-07-06 05:00:00,2008,7,6,5,72.0,66.0,71.0,71.0,71.0,71.0,70.0,70.0,70.0,71.0,66.0,341.0,364.0,0
2008-07-06 06:00:00,2008,7,6,6,74.0,66.0,71.0,71.0,72.0,71.0,70.0,70.0,70.0,71.0,67.0,364.0,431.0,0
2008-07-06 07:00:00,2008,7,6,7,76.0,68.0,73.0,72.0,74.0,72.0,71.0,71.0,71.0,71.0,67.0,431.0,526.0,0
2008-07-06 08:00:00,2008,7,6,8,78.0,68.0,76.0,74.0,75.0,73.0,72.0,72.0,72.0,72.0,69.0,526.0,564.0,0
2008-07-06 09:00:00,2008,7,6,9,79.0,70.0,80.0,76.0,75.0,73.0,74.0,73.0,73.0,73.0,69.0,564.0,583.0,0
2008-07-06 10:00:00,2008,7,6,10,80.0,72.0,81.0,79.0,77.0,75.0,74.0,74.0,73.0,74.0,71.0,583.0,582.0,0
2008-07-06 11:00:00,2008,7,6,11,81.0,74.0,81.0,80.0,78.0,78.0,76.0,78.0,74.0,77.0,73.0,582.0,562.0,0
2008-07-06 12:00:00,2008,7,6,12,81.0,77.0,81.0,81.0,78.0,80.0,77.0,79.0,75.0,80.0,75.0,562.0,574.0,0
2008-07-06 13:00:00,2008,7,6,13,83.0,79.0,80.0,83.0,78.0,84.0,79.0,81.0,78.0,83.0,77.0,574.0,529.0,0
2008-07-06 14:00:00,2008,7,6,14,82.0,78.0,80.0,85.0,77.0,83.0,81.0,84.0,80.0,83.0,79.0,529.0,529.0,0
2008-07-06 15:00:00,2008,7,6,15,84.0,77.0,80.0,84.0,76.0,84.0,82.0,84.0,81.0,84.0,78.0,529.0,532.0,0
2008-07-06 16:00:00,2008,7,6,16,82.0,76.0,80.0,86.0,77.0,83.0,83.0,85.0,82.0,83.0,80.0,532.0,554.0,0
2008-07-06 17:00:00,2008,7,6,17,83.0,74.0,80.0,85.0,77.0,83.0,82.0,85.0,81.0,83.0,72.0,554.0,543.0,0
2008-07-06 18:00:00,2008,7,6,18,81.0,74.0,79.0,82.0,77.0,81.0,80.0,83.0,78.0,82.0,68.0,543.0,539.0,0
2008-07-06 19:00:00,2008,7,6,19,79.0,72.0,76.0,79.0,75.0,79.0,78.0,81.0,77.0,80.0,68.0,539.0,571.0,0
2008-07-06 20:00:00,2008,7,6,20,76.0,69.0,74.0,75.0,75.0,76.0,77.0,79.0,75.0,76.0,67.0,571.0,548.0,0
2008-07-06 21:00:00,2008,7,6,21,77.0,69.0,73.0,73.0,74.0,73.0,75.0,78.0,72.0,74.0,67.0,548.0,473.0,0
2008-07-06 22:00:00,2008,7,6,22,77.0,67.0,72.0,73.0,73.0,72.0,73.0,73.0,71.0,72.0,66.0,473.0,409.0,0
2008-07-06 23:00:00,2008,7,6,23,75.0,68.0,73.0,72.0,73.0,72.0,72.0,71.0,71.0,71.0,65.0,409.0,355.0,0
2008-07-07 00:00:00,2008,7,7,0,74.0,68.0,73.0,72.0,74.0,72.0,75.0,72.0,72.0,72.0,65.0,355.0,322.0,1
2008-07-07 01:00:00,2008,7,7,1,75.0,68.0,73.0,72.0,74.0,72.0,70.0,71.0,70.0,71.0,66.0,322.0,307.0,1
2008-07-07 02:00:00,2008,7,7,2,74.0,66.0,72.0,72.0,73.0,71.0,70.0,70.0,69.0,71.0,64.0,307.0,309.0,1
2008-07-07 03:00:00,2008,7,7,3,71.0,65.0,72.0,70.0,72.0,70.0,70.0,70.0,70.0,70.0,65.0,309.0,314.0,1
2008-07-07 04:00:00,2008,7,7,4,71.0,65.0,72.0,71.0,72.0,71.0,70.0,70.0,70.0,71.0,63.0,314.0,343.0,1
2008-07-07 05:00:00,2008,7,7,5,70.0,65.0,71.0,71.0,73.0,71.0,71.0,70.0,69.0,71.0,64.0,343.0,412.0,1
2008-07-07 06:00:00,2008,7,7,6,72.0,65.0,73.0,70.0,74.0,71.0,72.0,70.0,70.0,71.0,63.0,412.0,424.0,1
2008-07-07 07:00:00,2008,7,7,7,76.0,67.0,76.0,72.0,75.0,71.0,71.0,72.0,70.0,72.0,65.0,424.0,464.0,1
2008-07-07 08:00:00,2008,7,7,8,79.0,68.0,76.0,74.0,77.0,74.0,74.0,73.0,73.0,74.0,65.0,464.0,509.0,1
2008-07-07 09:00:00,2008,7,7,9,82.0,72.0,80.0,77.0,78.0,76.0,76.0,75.0,74.0,76.0,70.0,509.0,529.0,1
2008-07-07 10:00:00,2008,7,7,10,86.0,76.0,80.0,79.0,80.0,77.0,77.0,77.0,77.0,77.0,76.0,529.0,539.0,1
2008-07-07 11:00:00,2008,7,7,11,87.0,79.0,83.0,82.0,83.0,81.0,78.0,81.0,77.0,81.0,80.0,539.0,518.0,1
2008-07-07 12:00:00,2008,7,7,12,87.0,79.0,83.0,84.0,83.0,84.0,79.0,82.0,80.0,83.0,80.0,518.0,532.0,1
2008-07-07 13:00:00,2008,7,7,13,86.0,81.0,84.0,85.0,85.0,86.0,81.0,82.0,81.0,84.0,82.0,532.0,534.0,1
2008-07-07 14:00:00,2008,7,7,14,87.0,80.0,85.0,87.0,85.0,86.0,83.0,84.0,81.0,85.0,81.0,534.0,523.0,1
2008-07-07 15:00:00,2008,7,7,15,88.0,80.0,85.0,88.0,86.0,87.0,85.0,88.0,85.0,87.0,79.0,523.0,488.0,1
2008-07-07 16:00:00,2008,7,7,16,88.0,78.0,85.0,88.0,86.0,86.0,86.0,86.0,85.0,87.0,71.0,488.0,526.0,1
2008-07-07 17:00:00,2008,7,7,17,88.0,68.0,83.0,88.0,84.0,79.0,84.0,88.0,85.0,82.0,72.0,526.0,548.0,1
2008-07-07 18:00:00,2008,7,7,18,87.0,66.0,83.0,86.0,84.0,77.0,83.0,84.0,80.0,75.0,69.0,548.0,553.0,1
2008-07-07 19:00:00,2008,7,7,19,84.0,68.0,81.0,84.0,82.0,76.0,81.0,82.0,75.0,74.0,69.0,553.0,539.0,1
2008-07-07 20:00:00,2008,7,7,20,81.0,66.0,78.0,81.0,78.0,73.0,76.0,79.0,71.0,72.0,68.0,539.0,546.0,1
2008-07-07 21:00:00,2008,7,7,21,79.0,67.0,77.0,80.0,77.0,72.0,74.0,74.0,69.0,70.0,67.0,546.0,480.0,1
2008-07-07 22:00:00,2008,7,7,22,79.0,66.0,76.0,79.0,76.0,72.0,72.0,73.0,70.0,69.0,67.0,480.0,405.0,1
